NAME,MSINI,A,PER,ECC,OM,MASS,RSTAR,DEPTH,BMV,V,VURL,VREF,J,H,KS
,mjupiter,au,day,,deg,mjupiter,rsun,,,,,,,,
Kepler-11 f,0.00723,0.250413,46.6888,0.013,90,0.00723031,1.065,0.000470456,,,,,12.548,12.237,12.18
BD +20 2457 b,11.8883,1.04992,379.63,0.15,207.64,11.8883,32.9639,,1.25,9.75,,,7.299,6.606,6.422
Kepler-176 c,0,0.106865,12.759712,,90,0,0.891,,,,,,13.097,12.686,12.567
mu Ara d,0.0345873,0.0927843,9.6386,0.172,212.7,0.0345873,1.25035,,0.694,5.12,,,4.158,3.724,3.682
HD 3651 b,0.228975,0.29472,62.218,0.596,245.5,0.228975,0.934685,,0.85,5.88,,,4.549,4.064,3.999
KIC 11442793 d,0,0.307074,56.73667,,,0,1.2,0.00047961,,,,,12.79,12.531,12.482
HD 99706 b,1.40289,2.13423,868,0.37,6,1.40289,5.26341,,1,7.81,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,5.918,5.472,5.335
Kepler-251 b,0,0.0556186,4.790936,,90,0,0.89,,,,,,13.96,13.596,13.63
HD 169830 b,2.88946,0.813279,225.62,0.31,148,2.88946,1.80318,,0.517,5.9,,,4.974,4.777,4.687
Kepler-292 c,0,0.0469467,3.715335,,90,0,0.826,,,,,,14.537,14.08,13.97
HD 175541 b,0.52763,0.961227,297.3,0.33,183,0.52763,3.07498,,0.869,8.03,,,6.387,5.952,5.829
Kepler-324 b,0,0.0524333,4.385315,,90,0,0.84,,,,,,12.783,12.34,12.291
Kepler-250 c,0,0.0726807,7.156804,,90,0,0.805,,,,,,14,13.5,13.48
HD 202206 c,2.33098,2.49004,1383.4,0.267,78.99,2.33098,0.985786,,0.714,8.08,,,6.85,6.567,6.485
Kepler-309 b,0,0.0640717,5.923653,,90,0,0.721,,,,,,13.504,12.931,12.852
HD 145457 b,2.97219,0.762504,176.3,0.112,300,2.97219,9.54834,,1.037,6.57,,,5,4.418,4.122
Kepler-261 c,0,0.165407,24.570858,,90,0,0.794,,,,,,12.127,11.672,11.585
Kepler-336 c,0,0.0884004,9.600001,,90,0,1.304,,,,,,12.488,12.194,12.144
HD 206610 b,1.97113,1.53703,610,0.229,296,1.97113,4.98482,,1.01,8.34,,,6.579,6.111,5.952
M 67 SAND 364 b,1.88274,0.531449,121.71,0.35,273.51,1.88274,20.1708,,1.36,9.8,,,,,
Kepler-365 b,0,0.0948224,10.664903,,90,0,1.048,,,,,,13.484,13.155,13.14
HD 12661 c,1.9487,2.91927,1707.8812,0.0312556,165.406,1.9487,1.06782,,0.71,7.43,,,6.182,5.895,5.86
Kepler-12 b,0.431855,0.0556348,4.4379637,0,182,0.431956,1.483,0.013765,0.16,13.8,,,12.406,12.11,12.066
Kepler-229 d,0,0.233437,41.194912,,90,0,0.728,,,,,,14.36,13.87,13.79
KIC 11442793 c,0,0.088103,8.719375,,,0,1.2,0.00008281,,,,,12.79,12.531,12.482
HAT-P-36 b,1.83475,0.0238229,1.327347,0.063,95,1.83923,1.096,0.014066,0.820001,12.262,http://adsabs.harvard.edu/abs/2012AJ....144...19B,Bakos 2012,11.046,10.723,10.603
WASP-35 b,0.716644,0.0431283,3.161575,0,90,0.717098,1.09,0.0154,0.610001,10.95,http://adsabs.harvard.edu/abs/2011AJ....142...86E,Enoch 2011,9.887,9.598,9.525
HD 69830 d,0.0563373,0.627426,197,0.07,224,0.0563373,0.921634,,0.79,5.95,,,4.953,4.363,4.165
HD 28254 b,1.1614,2.14768,1116,0.81,301,1.1614,1.56874,,0.772,7.71,,,6.395,6.13,6.006
HD 81688 b,2.6907,0.811148,184.02,0,0,2.6907,20.8234,,0.993,5.4,,,3.798,3.269,3.056
HD 210277 b,1.27275,1.13105,442.19,0.476,119.1,1.27275,0.939154,,0.773,6.54,,,5.275,4.956,4.799
Kepler-132 c,0,0.0675669,6.414914,,90,0,1.178,,,,,,10.797,10.516,10.424
WTS-1 b,0,0.0465809,3.352059,0.05,,0,1.15,,,16.13,,,15.375,15.187,15.271
Kepler-322 b,0,0.0273702,1.653888,,90,0,0.89,,,,,,12.246,11.867,11.837
HR 8799 c,0,42.4842,82145,0,,9.5,1.44,,0.257,5.953,,,5.383,5.28,5.24
Kepler-51 b,0,0.248169,45.1555023,,,0,0.91,,,,,,13.562,13.219,13.2
Kepler-252 b,0,0.0693352,6.668391,,90,0,0.549,,,,,,13.24,12.65,12.466
XO-1 b,0.918265,0.049283,3.941534,0,90,0.918464,0.934,0.0175828,0.692,11.19,,,9.939,9.601,9.527
Kepler-63 b,0,0.0869107,9.4341505,,,0,0.901,0.00386884,0.339999,12.02,,,10.399,10.096,9.997
Kepler-33 d,0,0.166175,21.77596,0,90,0,1.82,,0.65,13.74,,,12.871,12.62,12.591
Kepler-287 c,0,0.247055,44.851896,,90,0,1.032,,,,,,13.542,13.2,13.13
Kepler-245 b,0,0.0749207,7.49019,,90,0,0.795,,,,,,14.121,13.69,13.64
Kepler-100 c,0.00218172,0.109963,12.8159,0,,0.00267,1.49,0.000183603,0.799999,11.06,,,10.081,9.804,9.768
Kepler-180 c,0,0.236039,41.885775,,90,0,1.063,,,,,,13.057,12.696,12.685
Kepler-82 e,0,0.063917,5.902206,,90,0,0.945,,,,,,13.879,13.527,13.518
Kepler-20 d,0.0236858,0.345324,77.61184,0,74.0546,0.0236865,0.944,0.00071289,0.9,12.51,,,11.252,10.91,10.871
Kepler-217 b,0,0.0600513,5.374943,,90,0,1.799,,,,,,12.319,12.176,12.103
Kepler-235 e,0,0.251922,46.183669,,90,0,0.554,,,,,,13.952,13.278,13.12
Kepler-227 c,0,0.281042,54.418694,,90,0,1.091,,,,,,14.082,13.75,13.65
Kepler-169 d,0,0.0805377,8.348125,,90,0,0.763,,,,,,12.729,12.283,12.186
Kepler-254 b,0,0.0633704,5.826662,,90,0,0.91,,,,,,14.68,14.27,14.25
Kepler-79 e,0,0.366575,81.065298,,90,0,1.403,,,,,,12.913,12.653,12.61
Kepler-241 b,0,0.106632,12.718092,,90,0,0.668,,,,,,13.608,13.064,12.88
55 Cnc b,0.801471,0.113377,14.651,0.004,110,0.801471,0.943,,0.869,5.96,,,4.767,4.264,4.014
Kepler-380 c,0,0.0758501,7.630004,,90,0,1.224,,,,,,12.614,12.35,12.289
Kepler-384 b,0,0.156426,22.597053,,90,0,0.882,,,,,,12.419,12.082,12.038
Kepler-193 c,0,0.26808,50.697494,,90,0,1.147,,,,,,13.539,13.242,13.22
Kepler-368 c,0,0.339899,72.379334,,90,0,2.019,,,,,,11.6,11.229,11.175
Kepler-102 f,0.0269906,0.165339,27.4536,0,,0.00195073,0.74,0.00012019,0.51,12.07,,,9.984,9.446,9.351
Kepler-131 c,0.0525494,0.170752,25.5169,0,90,0.0525494,1.03,0.00005467,0.73,11.49,,,10.418,10.127,10.079
Kepler-74 b,0.665099,0.0827067,7.340718,0.287,64,0.66711,1.51,,,14.23,,,13.306,13.008,12.958
HD 207832 b,0.564176,0.569755,161.97,0.13,130.8,0.564176,0.901,,0.69,8.79,,,7.587,7.297,7.207
M 67 YBP 1514 b,0.397418,0.057344,5.118,0.39,327.49,0.397418,0.86358,,0.68,14.77,,,,,
WASP-55 b,0.57116,0.0532575,4.465633,0,90,0.571173,1.06,0.0158,0.94,11.75,,,10.775,10.443,10.396
Kepler-280 b,0,0.0324953,2.139542,,90,0,0.886,,,,,,13.289,12.914,12.844
Kepler-325 c,0,0.106878,12.762172,,90,0,1.003,,,,,,13.81,13.4,13.35
HD 33283 b,0.330171,0.145378,18.179001,0.48,155.8,0.330171,1.45431,,0.641,8.05,,,6.982,6.729,6.645
OGLE-TR-111 b,0.548481,0.0468862,4.0161,0,90,0.55,0.831,0.01687,,16.96,,,14.7,14.22,14.14
MOA-2007-BLG-400L b,,,,,,0.83,,,,,,,,,
HD 10180 e,0.0797893,0.269917,49.747,0.065,174,0.0797893,1.10851,,0.629,7.33,,,6.246,5.934,5.868
Kepler-185 b,0,0.0271381,1.6329,,90,0,0.806,,,,,,13.05,12.587,12.515
55 Cnc d,3.54451,5.47467,4909,0.02,254,3.54451,0.943,,0.869,5.96,,,4.767,4.264,4.014
WASP-3 b,2.00437,0.0314948,1.846834,0,90,2.01184,1.31,0.010282,0.37,10.64,,,9.603,9.407,9.361
HD 148156 b,0.847612,2.12913,1027,0.52,35,0.847612,0.965665,,0.56,7.69,,,6.688,6.489,6.397
Kepler-172 d,0,0.117052,14.627119,,90,0,1.085,,,,,,13.17,12.88,12.79
Kepler-182 c,0,0.147469,20.684342,,90,0,1.146,,,,,,13.836,13.57,13.52
TrES-5 b,1.77,0.0245157,1.4822446,0,90,1.7781,0.866,0.020621,0.927,13.718,http://adsabs.harvard.edu/abs/2011ApJ...741..114M,Mandushev 2011,12.111,11.673,11.564
Kepler-49 e,0,0.137369,18.596108,,90,0,0.559,,,,,,13.184,12.487,12.383
HD 222155 b,2.02633,5.13864,3999,0.16,137,2.02633,1.67,,0.64,7.12,,,5.885,5.579,5.51
Kepler-399 c,0,0.174723,26.67569,,90,0,0.68,,,,,,13.175,12.779,12.698
Kepler-175 c,0,0.205538,34.035257,,90,0,1.01,,,,,,13.773,13.487,13.5
Kepler-391 c,0,0.146522,20.485435,,90,0,3.569,,,,,,11.564,11.072,10.97
HD 73526 b,2.8556,0.646509,188.3,0.19,203,2.8556,1.45542,,0.737,8.99,,,7.708,7.47,7.302
Kepler-200 b,0,0.0821165,8.594805,,90,0,0.944,,,,,,12.871,12.58,12.455
HD 117207 b,1.8189,3.73753,2597,0.144,73,1.8189,0.951872,,0.724,7.26,,,6.033,5.748,5.65
Kepler-122 d,0,0.151731,21.587475,,90,0,1.216,,,,,,13.173,12.887,12.826
HD 121504 b,1.2223,0.328688,63.330002,0.03,265,1.2223,0.844267,,0.593,7.54,,,6.557,6.224,6.123
HD 156846 b,11.0076,1.11751,359.51001,0.8472,52.23,11.0076,1.58242,,0.578,6.5,,,5.469,5.267,5.149
Kepler-18 b,0.0216244,0.0447299,3.504725,0,90,0.022,1.108,0.000274234,,,,,12.19,11.873,11.756
HR 8799 d,0,26.7553,41054,0.1,,9.5,1.44,,0.257,5.953,,,5.383,5.28,5.24
HAT-P-23 b,2.0884,0.0231971,1.212884,0.106,118,2.09606,1.203,0.0136656,1.11,11.94,,,11.103,10.846,10.791
HD 224693 b,0.714594,0.192441,26.73,0.05,6,0.714594,1.17028,,0.639,8.23,,,7.136,6.881,6.807
Kepler-388 c,0,0.109844,13.297004,,90,0,0.586,,,,,,13.261,12.657,12.544
Kepler-246 c,0,0.0978933,11.187161,,90,0,0.831,,,,,,13.587,13.15,13.04
HD 158038 b,1.79425,1.49788,521,0.291,334,1.79425,5.30151,,1.04,7.64,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,5.758,5.258,5.156
Kepler-240 b,0,0.0504957,4.144495,,90,0,0.739,,,,,,14.113,13.606,13.46
Kepler-26 c,0,0.113189,17.25204,0,90,0,0.59,0.00236196,,,,,13.408,12.746,12.63
Kepler-143 c,0,0.176495,27.082511,,90,0,1.359,,,,,,12.59,12.292,12.223
GJ 179 b,0.824243,2.41241,2288,0.21,153,0.824243,,,1.6,11.96,,,7.814,7.208,6.942
Kepler-206 b,0,0.0768541,7.781987,,90,0,1.185,,,,,,12.33,12.048,12.001
Kepler-22 b,0,0.848513,289.8623,,,0,0.979,0.00049284,,,,,10.523,10.211,10.152
Kepler-68 c,0.00627171,0.0907017,9.605085,0,90,0.015142,1.243,0.0000494209,0.65,10.08,,,9,8.7,8.6
Kepler-300 b,0,0.0935225,10.446347,,90,0,0.9,,,,,,13.113,12.803,12.742
Kepler-110 c,0,0.196107,31.719775,,90,0,1.149,,,,,,11.919,11.658,11.623
Kepler-42 d,0,0.0150222,1.865169,,,0,0.17,0.00094249,1.836,16.124,,,12.177,11.685,11.465
Kepler-357 d,0,0.263841,49.499875,,90,0,0.834,,,,,,13.991,13.514,13.41
HD 143361 b,3.03499,2.03474,1086,0.18,187,3.03499,,,0.773,9.2,,,7.905,7.572,7.488
HD 155358 b,0.819484,0.626938,194.3,0.17,143,0.819484,1.49875,,0.545,7.28,,,6.158,5.886,5.807
Kepler-134 b,0,0.0596222,5.317429,,90,0,1.176,,,,,,11.26,10.984,10.951
Kepler-369 b,0,0.0382537,2.732756,,90,0,0.471,,,,,,13.247,12.594,12.395
HD 192310 b,0.0531258,0.322307,74.72,0.13,173,0.0531258,0.847025,,0.878,5.73,,Pepe 2011,4.112,3.582,3.501
Kepler-257 d,0,0.165827,24.664551,,90,0,1.037,,,,,,13.916,13.448,13.371
Kepler-342 b,0,0.119932,15.170318,,90,0,1.472,,,,,,12.22,11.999,11.957
Kepler-119 b,0,0.0352966,2.422082,,90,0,0.839,,,,,,12.997,12.636,12.58
WASP-64 b,1.2691,0.0265195,1.5732918,0,90,1.27137,1.058,0.01522,,12.29,,,11.368,11.079,10.956
Kepler-190 b,0,0.0312733,2.019999,,90,0,0.795,,,,,,12.728,12.279,12.231
upsilon And b,0.669277,0.0593858,4.6171363,0.013,50.9829,0.669277,1.383,,0.536,4.1,,,3.174,2.956,2.858
Kepler-56 c,0,0.167568,21.4050484,,,0,0.58,,,,,,10.813,10.33,10.227
Kepler-237 b,0,0.0550302,4.715106,,90,0,0.725,,,,,,13.749,13.22,13.17
Kepler-223 e,0,0.142858,19.721734,,90,0,1.017,,,,,,14.1,13.73,13.63
HD 86081 b,1.49595,0.0346186,2.1375,0.008,251,1.49595,1.18909,,0.664,8.73,,,7.628,7.425,7.299
HD 109246 b,0.768085,0.328074,68.27,0.12,235,0.768085,1.00892,,0.64,8.757,,,7.57,7.296,7.216
Kepler-81 d,0,0.148198,20.837846,,90,0,0.595,,,,,,13.168,12.577,12.392
Kepler-68 d,0.80971,1.39638,580,0.18,,0.80971,1.243,,0.65,10.08,,,9,8.7,8.6
Kepler-403 c,0,0.280567,54.280749,,90,0,1.329,,,,,,11.83,11.575,11.537
Kepler-197 d,0,0.122591,15.677563,,90,0,1.12,,,,,,10.814,10.577,10.535
Kepler-348 b,0,0.0720019,7.05677,,90,0,1.359,,,,,,11.708,11.454,11.377
Kepler-341 d,0,0.179022,27.666313,,90,0,1.024,,,,,,13.416,13.112,12.994
HD 128311 c,3.24848,1.74533,923.8,0.23,28,3.24848,0.58322,,0.973,7.48,,,5.772,5.302,5.142
Kepler-364 c,0,0.29988,59.980627,,90,0,1.284,,,,,,12.676,12.419,12.388
Kepler-299 e,0,0.222312,38.285489,,90,0,1.032,,,,,,13.875,13.51,13.44
CoRoT-23 b,3.07662,0.0483417,3.6313,0.16,52,3.0853,1.61,,1.33,16.96,http://adsabs.harvard.edu/abs/2012A%26A...537A..54R,Rouan 2012,12.944,12.45,12.36
Kepler-387 c,0,0.101652,11.837549,,90,0,1.046,,,,,,12.909,12.608,12.536
Kepler-54 d,0,0.148945,20.995694,,90,0,0.554,,,,,,13.508,12.897,12.648
WASP-39 b,0.284135,0.0485835,4.055259,0,90,0.284338,0.895,0.0211,0.82,12.11,,,10.663,10.307,10.202
Kepler-102 e,0.0296868,0.116059,16.1457,0,,0.0280968,0.74,0.07639,0.51,12.07,,,9.984,9.446,9.351
Kepler-219 b,0,0.0540172,4.585512,,90,0,1.491,,,,,,12.678,12.4,12.389
GJ 876 b,1.9469,0.208098,61.1166,0.0324,50.3,1.9469,,,1.597,10.16,,,5.934,5.349,5.01
Kepler-385 b,0,0.0911035,10.043686,,90,0,1.126,,,,,,14.156,13.851,13.819
Kepler-374 b,0,0.0299991,1.897806,,90,0,0.911,,,,,,13.503,13.181,13.14
Kepler-296 e,0,0.205969,34.142347,,90,0,0.557,,,,,,13.391,12.81,12.6
HD 164509 b,0.480333,0.877542,282.4,0.26,324,0.480333,1.05601,,0.66,8.24,,,6.938,6.665,6.586
HD 9446 b,0.698769,0.189213,30.052,0.2,215,0.698769,0.919448,,0.68,8.5125,,,7.21,6.89,6.85
HD 18742 b,2.8638,1.97816,772,0.12,102,2.8638,5.60612,,0.94,7.97,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,6.177,5.705,5.554
Kepler-255 b,0,0.0625553,5.714606,,90,0,0.933,,,,,,14.227,13.854,13.69
Kepler-197 b,0,0.061711,5.599308,,90,0,1.12,,,,,,10.814,10.577,10.535
Kepler-183 c,0,0.100501,11.637071,,90,0,0.958,,,,,,13.726,13.384,13.31
Kepler-232 b,0,0.0527986,4.431222,,90,0,0.968,,,,,,14.179,13.799,13.77
Kepler-345 c,0,0.0870905,9.387427,,90,0,0.623,,,,,,12.309,11.665,11.551
WASP-80 b,0.551763,0.0344696,3.0678504,0,,0.551763,0.571,0.02933,0.900001,11.7,,,9.218,8.513,8.351
HD 167042 b,1.63682,1.29371,420.77,0.089,85.7,1.63682,4.21565,,0.943,5.97,,,3.932,3.556,3.549
Kepler-152 b,0,0.135451,18.207973,,90,0,0.724,,,,,,12.853,12.488,12.301
HD 69830 b,0.0316488,0.0781916,8.6669998,0.1,340,0.0316488,0.921634,,0.79,5.95,,,4.953,4.363,4.165
Kepler-8 b,0.582607,0.0483278,3.52254,0,90,0.585742,1.486,0.00962165,,,,,12.576,12.324,12.293
Kepler-336 d,0,0.147443,20.678772,,90,0,1.304,,,,,,12.488,12.194,12.144
Kepler-353 c,0,0.0809409,8.410894,,90,0,0.504,,,,,,13.601,12.951,12.808
HD 114762 b,11.6351,0.362932,83.9151,0.3354,201.28,11.6351,0.859205,,0.525,7.3,,,6.144,5.887,5.812
Kepler-154 b,0,0.201514,33.040532,,90,0,1.001,,,,,,13.389,13.09,12.986
61 Vir c,0.0333747,0.216926,38.021,0.14,341,0.0333747,0.978547,,0.709,4.866,,,3.334,2.974,2.956
HD 45652 b,0.468448,0.227878,43.6,0.38,273,0.468448,1.13465,,0.85,8.1,,,6.703,6.315,6.262
Kepler-237 c,0,0.0789575,8.103636,,90,0,0.725,,,,,,13.749,13.22,13.17
HAT-P-14 b,2.22166,0.0606258,4.627669,0.107,94,2.23603,1.468,0.00648025,0.42,9.98,,,9.094,8.927,8.851
Kepler-317 c,0,0.0832604,8.77501,,90,0,0.941,,,,,,14.095,13.722,13.67
Kepler-301 d,0,0.112331,13.751243,,90,0,0.9,,,,,,13.146,12.824,12.706
Kepler-148 c,0,0.050784,4.180043,,90,0,0.851,,,,,,13.903,13.527,13.36
Kepler-49 d,0,0.0367817,2.576549,,90,0,0.559,,,,,,13.184,12.487,12.383
Kepler-169 b,0,0.0429455,3.250619,,90,0,0.763,,,,,,12.729,12.283,12.186
WASP-66 b,2.30754,0.0546221,4.086052,0,90,2.31346,1.75,0.00668,0.4,11.6,,,,,
HD 73256 b,1.86902,0.0371348,2.5485799,0.029,337.3,1.86902,1.21851,,0.782,8.08,,,6.719,6.376,6.264
Kepler-303 c,0,0.0720317,7.061149,,90,0,0.485,,,,,,12.41,11.761,11.596
Kepler-168 b,0,0.0527522,4.425391,,90,0,1.107,,,,,,13.49,13.26,13.21
Kepler-56 b,0,0.104248,10.5034294,,,0,3.14,,,,,,10.813,10.33,10.227
6 Lyn b,2.20888,2.18639,874.774,0.059,314.9,2.20888,5.49553,,0.934,5.86,,,4.272,3.825,3.701
Kepler-238 b,0,0.0320006,2.090876,,90,0,1.43,,,,,,13.894,13.545,13.51
Kepler-151 c,0,0.165872,24.674612,,90,0,0.83,,,,,,13.383,12.998,12.86
Kepler-150 b,0,0.0444944,3.428054,,90,0,0.939,,,,,,13.817,13.422,13.37
HD 180314 b,22.6261,1.45528,396.03,0.257,303.1,22.6261,7.38571,,1,6.61,,,4.892,4.489,4.312
HD 17092 b,4.96206,1.30798,359.89999,0.166,347.4,4.96206,11.8,,1.26,7.74,,,5.53,5.007,4.807
Kepler-353 b,0,0.0631426,5.795278,,90,0,0.504,,,,,,13.601,12.951,12.808
HIP 57274 b,0.0365708,0.0712798,8.1352,0.187,81,0.0365708,0.68,,1.111,8.96,,,6.958,6.408,6.286
Kepler-93 b,0.00814206,0.0534149,4.72674,0,,0.00814901,0.92,0.000222815,,10,,,8.771,8.446,8.37
Kepler-281 c,0,0.214705,36.337373,,90,0,0.899,,,,,,14.5,14.16,13.99
Kepler-236 b,0,0.0801996,8.295611,,90,0,0.51,,,,,,13.224,12.537,12.312
HD 202206 b,16.8244,0.811776,255.87,0.435,161.18,16.8244,0.985786,,0.714,8.08,,,6.85,6.567,6.485
WASP-5 b,1.62047,0.0271923,1.6284229,0,90,1.62423,1.026,0.01223,0.48,12.3,,,10.949,10.65,10.598
Kepler-78 b,0,0.0091466,0.35500744,,,0,0.74,0.000201,1.15,11.72,,,10.184,9.675,9.586
Kepler-55 f,0,0.0920376,10.198545,,90,0,0.619,,,,,,13.97,13.36,13.289
Kepler-314 c,0,0.0643363,5.960392,,90,0,0.95,,,,,,11.242,10.85,10.778
CoRoT-2 b,3.27343,0.0280884,1.7429935,0.0143,102,3.27527,0.902,0.0275,0.854,12.57,,,10.783,10.44,10.31
Kepler-187 c,0,0.0946763,10.640263,,90,0,1.287,,,,,,12.956,12.62,12.566
Kepler-257 c,0,0.0687315,6.581484,,90,0,1.037,,,,,,13.916,13.448,13.371
HD 108874 c,1.02837,2.72021,1680.3835,0.273039,10.4522,1.02837,1.12115,,0.738,8.76,,,7.479,7.11,7.06
MOA-2010-BLG-073L b,,,,,,11,14.7,,,,,,13.686,12.926,12.642
Kepler-289 b,0,0.207581,34.543901,,90,0,1.162,,,,,,12.861,12.596,12.508
Kepler-346 c,0,0.162163,23.851549,,90,0,1.021,,,,,,13.968,13.611,13.58
HD 200964 c,0.945722,2.00121,825,0.181,182.6,0.945722,3.80029,,0.88,6.64,,,4.802,4.459,4.286
HD 10180 h,0.206033,3.42452,2248,0.151,184,0.206033,1.10851,,0.629,7.33,,,6.246,5.934,5.868
HD 33142 b,1.41137,1.09038,326.6,0.12,138,1.41137,4.29546,,0.95,8.13,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,6.345,5.903,5.792
Kepler-402 e,0,0.098218,11.242861,,90,0,1.264,,,,,,12.303,12.082,11.993
HAT-P-20 b,7.27817,0.03616,2.875317,0.015,317,7.28953,0.694,0.0164866,,11.339,,,9.276,8.743,8.601
HD 7924 b,0.0291185,0.0566409,5.3978,0.17,25,0.0291185,0.763424,,0.826,7.185,,,5.618,5.23,5.158
CoRoT-5 b,0.461312,0.0496334,4.0378962,0.09,231.657,0.462537,1.186,0.01461,0.67,14,,,12.871,12.61,12.546
WASP-47 b,1.13635,0.0520112,4.1591399,0,90,1.13646,1.15,0.01051,,11.9,,,10.613,10.31,10.192
Kepler-194 d,0,0.275493,52.814973,,90,0,1.025,,,,,,13.78,13.45,13.51
OGLE-2011-BLG-0251 b,,,,,,0.53,,,,,,,,,
Kepler-36 b,0.0140374,0.115423,13.83989,0,90,0.0140379,1.626,0.0000734449,0.72,11.94,,,11.124,10.85,10.788
Kepler-161 b,0,0.0566234,4.921355,,90,0,0.806,,,,,,12.767,12.329,12.246
HAT-P-35 b,1.05305,0.0497734,3.646706,0.025,248,1.05422,1.435,0.00910116,1.25,12.46,http://adsabs.harvard.edu/abs/2012AJ....144...19B,Bakos 2012,11.358,11.072,11.03
HD 99109 b,0.504198,1.10806,439.3,0.09,256,0.504198,0.973205,,0.874,9.1,,,7.626,7.259,7.162
Kepler-253 c,0,0.0925387,10.281951,,90,0,0.786,,,,,,14.055,13.632,13.53
Kepler-5 b,2.11222,0.0506416,3.54846,0,90,2.11663,1.793,0.0067158,,,,,12.115,11.86,11.769
Kepler-161 c,0,0.0720527,7.06424,,90,0,0.806,,,,,,12.767,12.329,12.246
HD 10647 b,0.925037,2.02175,1003,0.16,336,0.925037,1.18569,,0.551,5.52,,,4.791,4.399,4.339
Kepler-331 b,0,0.0812396,8.457496,,90,0,0.492,,,,,,14.08,13.51,13.34
Kepler-28 c,0,0.0768547,8.98597,0,90,0,0.7,0.000804857,,,,,13.334,12.767,12.719
Kepler-121 b,0,0.0422983,3.177422,,90,0,0.701,,,,,,13.32,12.886,12.796
Kepler-412 b,9.32773,0.0296639,1.720861232,0.0038,125,9.4469,1.287,0.0111936,,13.73,,,13.19,12.932,13.837
upsilon And c,1.91855,0.830445,241.33335,0.223848,250.76,1.91855,1.383,,0.536,4.1,,,3.174,2.956,2.858
Kepler-170 c,0,0.12769,16.665863,,90,0,1.035,,,,,,13.143,12.773,12.677
Kepler-122 b,0,0.0629312,5.766193,,90,0,1.216,,,,,,13.173,12.887,12.826
WASP-12 b,1.34899,0.0225329,1.09142245,0.049,286,1.36063,1.63,0.0138,0.42,11.69,http://adsabs.harvard.edu/abs/2009ApJ...693.1920H,Hebb 2009,10.477,10.228,10.188
Kepler-148 b,0,0.0281967,1.729366,,90,0,0.851,,,,,,13.903,13.527,13.36
HD 170469 b,0.668676,2.23538,1145,0.11,34,0.668676,1.22117,,0.677,8.05,,,,,
Kepler-285 b,0,0.0373252,2.633867,,90,0,0.808,,,,,,13.887,13.435,13.32
HD 88133 b,0.296108,0.0469104,3.41587,0.133,349,0.296108,1.94267,,0.81,8.01,,,6.599,6.296,6.198
HD 196885 b,2.9439,2.54171,1333,0.48,78,2.9439,1.29927,,0.509,6.39,,,5.413,5.19,5.072
24 Sex b,1.83564,1.4118,455.2,0.184,227,1.83564,3.92062,,0.92,6.61,,,5.292,4.486,4.285
HD 190228 b,5.94193,2.60478,1136.1,0.531,101.2,5.94193,1.73503,,0.793,7.3,,,5.818,5.44,5.352
Kepler-333 b,0,0.105697,12.551158,,90,0,0.534,,,,,,12.86,12.227,12.118
Kepler-370 c,0,0.139463,19.02293,,90,0,0.9,,,,,,13.977,13.65,13.55
OGLE-2006-BLG-109L b,,2.30386,1788.5,,,0.727,,,,,,,,,
Kepler-111 c,0,0.723521,224.784608,,90,0,1.157,,,,,,12.412,12.111,12.11
Kepler-267 d,0,0.182449,28.464515,,90,0,0.555,,,,,,13.334,12.68,12.485
HD 181720 b,0.37199,1.84741,956,0.26,177,0.37199,1.2465,,0.599,7.9657,,,6.652,6.346,6.294
55 Cnc c,0.164558,0.237305,44.38,0.07,356,0.164558,0.943,,0.869,5.96,,,4.767,4.264,4.014
HD 156411 b,0.732711,1.87545,842.2,0.22,45,0.732711,1.85525,,0.614,6.67,,,5.563,5.241,5.17
Kepler-101 b,0,0.0450089,3.487691,,90,0,1.666,,,,,,12.403,12.112,12.011
91 Aqr b,3.07016,0.688457,181.4,0.027,177.3,3.07016,11,,1.107,,,,2.4,1.886,1.746
Kepler-362 b,0,0.0928099,10.327186,,90,0,0.722,,,,,,13.322,12.921,12.78
Kepler-301 b,0,0.0361317,2.508553,,90,0,0.9,,,,,,13.146,12.824,12.706
Kepler-403 b,0,0.0718296,7.031462,,90,0,1.329,,,,,,11.83,11.575,11.537
Kepler-404 c,0,0.117713,14.751166,,90,0,0.884,,,,,,13.908,13.527,13.477
Kepler-279 b,0,0.104337,12.309681,,90,0,1.746,,,,,,12.724,12.509,12.509
HD 27894 b,0.617925,0.122117,17.990999,0.049,132.9,0.617925,1.20255,,1.003,9.36,,,7.639,7.174,7.071
HD 156279 b,9.7848,0.494507,131.05,0.708,264.2,9.7848,0.958138,,0.802,8.077,,,6.677,6.346,6.269
Kepler-207 d,0,0.0636703,5.868075,,90,0,1.588,,,,,,12.1,11.841,11.805
Kepler-297 c,0,0.347807,74.920137,,90,0,0.915,,,,,,13.122,12.785,12.78
Kepler-345 b,0,0.0744222,7.415563,,90,0,0.623,,,,,,12.309,11.665,11.551
61 Vir d,0.0715929,0.474527,123.01,0.35,314,0.0715929,0.978547,,0.709,4.866,,,3.334,2.974,2.956
